num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
4,0,0,22247,22247,5632,5632,512,512,33.74962347470382,33.74962347470382,5632,5632,22247,512,22247,False,11,37af9_00000,2024-09-25_18-04-27,1727287467,15.173283338546753,160.7956244945526,12279,03067f08a5d7,172.30.0.2,160.7956244945526,11,5632,5632,22247,22247,13.0,0.0,4.84,210.2,5255,0,3,13.0,0.0,4.84,3,15853.984,0.016,15853.942,15009.11,0.273,1875040.293,836.776,611.872,7.561,5632,5632,22247,22247,14.395238095238094,30.52380952380951,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183]",64.0,3275.5,164.5,0.0,0.6435772220519456,0.00019531249999999996,1.9999999999999998e-05,-0.17691987796940586,-0.006990890560502356,0.028315761750105372,-0.09122591705033273,0.003275269816275499,1.770085660977797,0.09999999999999998
4,0,0,24293,24293,6144,6144,512,512,39.11672234671666,39.11672234671666,6144,6144,24293,512,24293,False,12,37af9_00000,2024-09-25_18-04-40,1727287480,13.092245817184448,173.88787031173706,12279,03067f08a5d7,172.30.0.2,173.88787031173706,12,6144,6144,24293,24293,13.0,0.0,4.464285714285714,206.57142857142858,5784,0,3,13.0,0.0,4.464285714285714,3,15637.698,0.016,15637.656,14792.954,0.287,1781257.173,836.388,612.156,7.801,6144,6144,24293,24293,14.126315789473686,29.889473684210518,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163]",64.0,3595.5,154.5,0.0,0.6582301072535977,9.765624999999999e-05,2e-05,-0.17831685022120514,-0.006080941234024302,0.019253182279006128,0.2562690823308883,0.002362868063956641,1.7704943076256783,0.09999999999999999
4,0,0,26281,26281,6656,6656,512,512,39.00081472822909,39.00081472822909,6656,6656,26281,512,26281,False,13,37af9_00000,2024-09-25_18-04-54,1727287494,13.131184101104736,187.0190544128418,12279,03067f08a5d7,172.30.0.2,187.0190544128418,13,6656,6656,26281,26281,13.0,0.0,4.32258064516129,204.29032258064515,6333,0,3,13.0,0.0,4.32258064516129,3,14924.933,0.016,14924.892,14069.441,0.28,1826712.868,847.471,604.151,7.471,6656,6656,26281,26281,15.805263157894734,29.810526315789478,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203]",64.0,3905.5,154.5,0.0,0.5907251636107121,4.8828124999999996e-05,2e-05,-0.1730431727618129,-0.002161794786732043,0.02677289814661978,0.006010707347623764,0.001009137337550581,1.7757464793420608,0.09999999999999999
4,0,0,28329,28329,7168,7168,512,512,30.89784139058294,30.89784139058294,7168,7168,28329,512,28329,False,14,37af9_00000,2024-09-25_18-05-10,1727287510,16.574124336242676,203.59317874908447,12279,03067f08a5d7,172.30.0.2,203.59317874908447,14,7168,7168,28329,28329,13.0,0.0,4.34375,206.125,6596,0,1,13.0,0.0,4.34375,1,15155.222,0.016,15155.177,14299.957,0.292,1754766.831,847.138,604.388,7.56,7168,7168,28329,28329,7.173913043478261,29.578260869565206,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0, 5.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203, 263]",64.0,4220.5,159.5,0.0,0.5244166021700949,2.4414062499999998e-05,2e-05,-0.17412634194188287,-0.0015969402506016196,0.02184527961908316,-0.03612156324088574,0.0005300321964086585,1.779907275363803,0.09999999999999999
4,0,0,30323,30323,7680,7680,512,512,41.99623660009178,41.99623660009178,7680,7680,30323,512,30323,False,15,37af9_00000,2024-09-25_18-05-22,1727287522,12.195047855377197,215.78822660446167,12279,03067f08a5d7,172.30.0.2,215.78822660446167,15,7680,7680,30323,30323,13.0,0.0,4.294117647058823,204.1764705882353,6942,0,2,13.0,0.0,4.294117647058823,2,14763.15,0.017,14763.105,13906.219,0.291,1761821.026,849.208,602.915,7.162,7680,7680,30323,30323,12.25,30.400000000000002,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0, 5.0, 3.0, 4.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203, 263, 163, 183]",64.0,4535.5,154.5,0.0,0.5977546039367876,1.2207031249999999e-05,2e-05,-0.1752758790979222,-0.007870827293804577,0.04189112466748714,-0.23727786194893621,0.0008185976614940396,1.7787784437979421,0.09999999999999999
4,0,0,32332,32332,8192,8192,512,512,21.28164004910304,21.28164004910304,8192,8192,32332,512,32332,False,16,37af9_00000,2024-09-25_18-05-46,1727287546,24.061173677444458,239.84940028190613,12279,03067f08a5d7,172.30.0.2,239.84940028190613,16,8192,8192,32332,32332,13.0,0.0,4.555555555555555,210.22222222222223,7568,0,2,13.0,0.0,4.555555555555555,2,16089.717,0.016,16089.672,15229.657,0.289,1774193.364,851.907,601.005,7.589,8192,8192,32332,32332,10.808823529411763,31.602941176470587,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0, 5.0, 3.0, 4.0, 13.0, 5.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203, 263, 163, 183, 403, 223]",64.0,4845.5,154.5,0.0,0.5935929625024718,6.1035156249999995e-06,2e-05,-0.17224584252483421,-0.0019977713484437237,0.03216214119381602,0.3881625167785152,0.0007060338373699163,1.7828860494398302,0.09999999999999999
4,0,0,34372,34372,8704,8704,512,512,34.644898029246065,34.644898029246065,8704,8704,34372,512,34372,False,17,37af9_00000,2024-09-25_18-06-01,1727287561,14.78213620185852,254.63153648376465,12279,03067f08a5d7,172.30.0.2,254.63153648376465,17,8704,8704,34372,34372,13.0,0.0,4.538461538461538,208.12820512820514,8117,0,3,13.0,0.0,4.538461538461538,3,16281.129,0.017,16281.082,15423.382,0.283,1812069.571,849.54,602.679,7.648,8704,8704,34372,34372,13.547619047619047,31.123809523809523,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0, 5.0, 3.0, 4.0, 13.0, 5.0, 5.0, 6.0, 2.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203, 263, 163, 183, 403, 223, 163, 223, 163]",64.0,5155.5,154.5,0.0,0.594430589796074,3.0517578124999997e-06,2e-05,-0.17604021066949974,-0.005490963197042865,0.02880456215540518,0.17560315612823732,0.0005541297272016312,1.7775038761477318,0.09999999999999999
4,0,0,36420,36420,9216,9216,512,512,19.213203424666187,19.213203424666187,9216,9216,36420,512,36420,False,18,37af9_00000,2024-09-25_18-06-28,1727287588,26.651208639144897,281.28274512290955,12279,03067f08a5d7,172.30.0.2,281.28274512290955,18,9216,9216,36420,36420,14.0,0.0,4.761904761904762,211.57142857142858,8886,0,3,14.0,0.0,4.761904761904762,3,17647.108,0.018,17647.06,16785.794,0.272,1879142.149,853.012,600.226,7.753,9216,9216,36420,36420,10.871052631578948,31.165789473684214,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0, 5.0, 3.0, 4.0, 13.0, 5.0, 5.0, 6.0, 2.0, 5.0, 14.0, 4.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203, 263, 163, 183, 403, 223, 163, 223, 163, 163, 443, 163]",64.0,5470.5,159.5,0.0,0.5766819825395941,1.5258789062499999e-06,2e-05,-0.17459553890803364,-0.003613600807148032,0.026865744167116644,-0.006741506233811379,0.0009648488520527021,1.7769837368279695,0.09999999999999999
4,0,0,38468,38468,9728,9728,512,512,41.6896054685065,41.6896054685065,9728,9728,38468,512,38468,False,19,37af9_00000,2024-09-25_18-06-40,1727287600,12.285430431365967,293.5681755542755,12279,03067f08a5d7,172.30.0.2,293.5681755542755,19,9728,9728,38468,38468,14.0,0.0,4.790697674418604,210.90697674418604,9069,0,1,14.0,0.0,4.790697674418604,1,16674.419,0.018,16674.37,15809.118,0.266,1925821.584,857.363,597.18,7.399,9728,9728,38468,38468,8.276470588235293,32.07647058823529,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0, 5.0, 3.0, 4.0, 13.0, 5.0, 5.0, 6.0, 2.0, 5.0, 14.0, 4.0, 6.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203, 263, 163, 183, 403, 223, 163, 223, 163, 163, 443, 163, 183]",64.0,5790.5,159.5,0.0,0.5927420490421355,7.629394531249999e-07,2e-05,-0.17130442990455777,-0.005848864791914821,0.04902050463715568,-0.2071911260485649,0.0028317585505150513,1.777106910943985,0.09999999999999999
4,0,0,40498,40498,10240,10240,512,512,26.172149805285645,26.172149805285645,10240,10240,40498,512,40498,False,20,37af9_00000,2024-09-25_18-07-00,1727287620,19.566528797149658,313.13470435142517,12279,03067f08a5d7,172.30.0.2,313.13470435142517,20,10240,10240,40498,40498,14.0,0.0,4.891304347826087,213.0,9798,0,3,14.0,0.0,4.891304347826087,3,16747.909,0.018,16747.861,15892.85,0.254,2014524.998,847.106,604.411,7.426,10240,10240,40498,40498,13.521428571428572,30.535714285714285,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0, 5.0, 3.0, 4.0, 13.0, 5.0, 5.0, 6.0, 2.0, 5.0, 14.0, 4.0, 6.0, 8.0, 6.0, 5.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203, 263, 163, 183, 403, 223, 163, 223, 163, 163, 443, 163, 183, 323, 203, 203]",64.0,6105.5,154.5,0.0,0.5697265168351512,3.8146972656249997e-07,2e-05,-0.16627493958559728,0.003969708434306085,0.028110871012810797,0.2612143293503792,0.0007219797436722878,1.7727236297822768,0.09999999999999999
4,0,0,42480,42480,10752,10752,512,512,35.44693148721998,35.44693148721998,10752,10752,42480,512,42480,False,21,37af9_00000,2024-09-25_18-07-14,1727287634,14.449212312698364,327.58391666412354,12279,03067f08a5d7,172.30.0.2,327.58391666412354,21,10752,10752,42480,42480,14.0,0.0,4.795918367346939,211.57142857142858,10367,0,3,14.0,0.0,4.795918367346939,3,16675.268,0.018,16675.22,15828.407,0.241,2120971.504,839.313,610.023,7.032,10752,10752,42480,42480,13.657142857142858,29.83333333333333,"[2.0, 5.0, 6.0, 11.0, 4.0, 4.0, 2.0, 7.0, 7.0, 3.0, 8.0, 0.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 13.0, 11.0, 9.0, 3.0, 2.0, 3.0, 1.0, 0.0, 4.0, 1.0, 4.0, 5.0, 3.0, 4.0, 13.0, 5.0, 5.0, 6.0, 2.0, 5.0, 14.0, 4.0, 6.0, 8.0, 6.0, 5.0, 2.0, 6.0, 2.0]","[183, 243, 183, 343, 163, 223, 183, 183, 223, 163, 243, 163, 183, 203, 183, 203, 183, 203, 163, 163, 363, 303, 243, 183, 183, 203, 163, 163, 183, 163, 203, 263, 163, 183, 403, 223, 163, 223, 163, 163, 443, 163, 183, 323, 203, 203, 163, 223, 183]",64.0,6410.5,149.5,0.0,0.6079076531529427,1.9073486328124998e-07,2e-05,-0.1746690721406291,-0.006927613963683446,0.04047143596922979,0.22408978263537088,0.0024887396765045605,1.7785931293169657,0.09999999999999999
